"Date","Temp","Q","P","E"
"4/21/2000",11.4,0.201,6.9,0.63
"4/22/2000",12,0.161,5.4,0.7
"4/23/2000",12.2,0.145,0.8,2.1
"4/24/2000",12.4,0.145,0.8,0.56
"4/25/2000",15.2,0.145,3.3,1.68
"4/26/2000",15.7,0.129,8,1.54
"4/27/2000",16.3,0.129,2.3,2.52
"4/28/2000",12.8,0.201,0,2.24
"4/29/2000",11.6,0.24,1.7,1.26
"4/30/2000",16,0.181,6.2,0.21
"05/01/2000",16.2,0.129,0,3.08
"05/02/2000",14,0.112,2,3.08
"05/03/2000",9.6,0.129,4.4,1.75
"05/04/2000",9.2,0.129,0,1.89
"05/05/2000",9,0.112,0,3.22
"05/06/2000",9.7,0.112,0,1.68
"05/07/2000",11.1,0.112,0,1.12
"05/08/2000",11.5,0.112,0,2.1
"05/09/2000",12.9,0.096,0,3.36
"05/10/2000",15.4,0.096,0,2.38
"05/11/2000",16.9,0.096,0,5.6
"05/12/2000",17.4,0.096,0,3.01
"5/13/2000",16.8,0.096,0.2,2.52
"5/14/2000",15.6,0.096,0,2.38
"5/15/2000",15.7,0.096,0,5.04
"5/16/2000",16.7,0.096,0,3.92
"5/17/2000",15.9,0.08,0,5.81
"5/18/2000",15.9,0.08,0,2.66
"5/19/2000",17.7,0.08,0,6.16
"5/20/2000",18.6,0.08,0,2.8
"5/21/2000",19.8,0.08,0,3.36
"5/22/2000",20.4,0.08,0,3.08
"5/23/2000",20.1,0.065,0,6.16
"5/24/2000",14.6,0.112,0,3.92
"5/25/2000",12.8,0.112,7.8,2.8
"5/26/2000",14.8,0.08,0,3.5
"5/27/2000",18,0.065,2.3,1.05
"5/28/2000",19.7,0.065,0,4.48
"5/29/2000",18.9,0.065,0,4.48
"5/30/2000",17.7,0.065,0.6,2.1
"5/31/2000",18.3,0.053,0,3.08
"06/01/2000",21,0.053,0,3.92
"06/02/2000",14,0.065,7,3.5
"06/03/2000",14.8,0.08,3.4,1.26
"06/04/2000",15.3,0.08,5.4,0.28
"06/05/2000",18,0.065,1.3,0.56
"06/06/2000",20.1,0.053,0.2,0.56
"06/07/2000",17.3,0.053,2.3,0.91
"06/08/2000",20.4,0.041,3.4,0.98
"06/09/2000",20.1,0.041,0,2.94
"06/10/2000",19.6,0.03,0,5.6
"06/11/2000",18.6,0.03,0,4.76
"06/12/2000",19.4,0.03,0,5.6
"6/13/2000",21.6,0.03,0,3.92
"6/14/2000",21.8,0.041,0,5.67
"6/15/2000",22.8,0.041,0,5.04
"6/16/2000",24.6,0.041,0,5.95
"6/17/2000",24.6,0.03,0,5.74
"6/18/2000",12,0.03,9.6,6.02
"6/19/2000",10.2,0.022,1.2,0.84
"6/20/2000",12.4,0.022,0,5.6
"6/21/2000",16.6,0.015,0,1.12
"6/22/2000",21.2,0.015,0,4.2
"6/23/2000",22,0.009,0,4.48
"6/24/2000",21.9,0.009,0,5.6
"6/25/2000",23.6,0.006,0,4.34
"6/26/2000",24.9,0.006,0,5.6
"6/27/2000",24.6,0.004,0,3.92
"6/28/2000",21.7,0.004,0.3,6.65
"6/29/2000",21.8,0.003,0.5,5.95
"6/30/2000",25.6,0.003,0,5.6
"07/01/2000",23,0.002,0,5.88
"07/02/2000",22.9,0.002,0,6.16
"07/03/2000",23.8,0.001,0,5.74
"07/04/2000",25.3,0.001,0,5.74
"07/05/2000",27,0.001,0,7.14
"07/06/2000",29.8,0.001,0,6.72
"07/07/2000",25.8,0.001,0,4.34
"07/08/2000",25.2,0.001,0,7.28
"07/09/2000",27.6,0.001,0,6.86
"07/10/2000",28.1,0.001,0,7.84
"07/11/2000",27.2,0.001,0,4.48
"07/12/2000",28.2,0.001,0,5.67
"7/13/2000",29.3,0.001,0,7.28
"7/14/2000",25.9,0.001,0,6.72
"7/15/2000",25.9,0.001,0,6.16
"7/16/2000",27,0.001,0,7.14
"7/17/2000",25.9,0.001,0,7.35
"7/18/2000",24.8,0.001,0,6.16
"7/19/2000",24.6,0.001,0,6.72
"7/20/2000",23.3,0.001,0,6.86
"7/21/2000",25.4,0.001,0,6.16
"7/22/2000",25,0.001,0,6.72
"7/23/2000",21.8,0.001,0,5.6
"7/24/2000",23.3,0.001,0,5.25
"7/25/2000",25.4,0.001,0,4.41
"7/26/2000",27.8,0.001,0,7.84
"7/27/2000",30.4,0.001,0,5.04
"7/28/2000",30.3,0.001,0,6.58
"7/29/2000",31.8,0.001,0,8.05
"7/30/2000",32.7,0.001,0,8.4
"7/31/2000",27.3,0.001,0,6.72
"08/01/2000",18.7,0.001,0,7.7
"08/02/2000",17.2,0.001,8.8,3.08
"08/03/2000",18.6,0.001,0,4.48
"08/04/2000",20.8,0.001,0,2.94
"08/05/2000",22.7,0.001,0,5.32
"08/06/2000",24.6,0.001,0,4.48
"08/07/2000",26.2,0.001,0,7.28
"08/08/2000",27.9,0.001,0,4.48
"08/09/2000",28.2,0.001,0,7.14
"08/10/2000",27.8,0.001,0,6.16
"08/11/2000",27.2,0.001,0,7.28
"08/12/2000",26.6,0.001,0,7.28
"8/13/2000",26.7,0.001,0,7.35
"8/14/2000",25.6,0.001,0,6.3
"8/15/2000",24.5,0.001,0,6.16
"8/16/2000",24.4,0.001,0,7.14
"8/17/2000",25.7,0.001,0,6.16
"8/18/2000",22.4,0.001,0,5.6
"8/19/2000",23.4,0.001,2.6,5.74
"8/20/2000",24.6,0.001,0,5.04
"8/21/2000",25.4,0.001,0,5.6
"8/22/2000",25.3,0.001,0,5.95
"8/23/2000",25.4,0.001,0,7.28
"8/24/2000",24.6,0.001,0,7.7
"8/25/2000",21.6,0.001,0,6.09
"8/26/2000",20.3,0.001,0.6,4.62
"8/27/2000",14.5,0.001,12.4,4.76
"8/28/2000",16.8,0.001,0,3.85
"8/29/2000",17.2,0.001,0,4.76
"8/30/2000",16.2,0.001,0,4.48
"8/31/2000",16.4,0.001,0,2.8
"09/01/2000",18.5,0.001,0,2.8
"09/02/2000",22.2,0.001,0,1.82
"09/03/2000",21.2,0.001,0,4.76
"09/04/2000",21.3,0.001,0,3.92
"09/05/2000",23.4,0.001,0,3.36
"09/06/2000",19.4,0.001,0,4.62
"09/07/2000",16,0.001,0,2.52
"09/08/2000",18.5,0.001,0,3.92
"09/09/2000",21.1,0.001,0,4.2
"09/10/2000",19,0.001,0,4.48
"09/11/2000",19.9,0.001,0,2.8
"09/12/2000",21.4,0.001,0,4.48
"9/13/2000",19.2,0.001,0,4.34
"9/14/2000",18.8,0.001,0,3.36
"9/15/2000",20.6,0.001,0,3.5
"9/16/2000",18.6,0.001,4.5,2.8
"9/17/2000",19,0.001,0,5.6
"9/18/2000",19.7,0.001,0,5.88
"9/19/2000",20.3,0.001,0,3.36
"9/20/2000",21.6,0.001,0,3.92
"9/21/2000",21.4,0.001,0,3.64
"9/22/2000",22.1,0.001,0,4.06
"9/23/2000",22.9,0.001,0,2.8
"9/24/2000",20.3,0.001,0,5.04
"9/25/2000",16.6,0.001,0,4.2
"9/26/2000",12.8,0.001,0,3.36
"9/27/2000",11.6,0.001,0,3.08
"9/28/2000",12.1,0.001,0,4.48
"9/29/2000",13,0.001,0,2.24
"9/30/2000",14.4,0.001,0,1.4
"10/01/2000",14.7,0.001,0,2.52
"10/02/2000",15,0.001,0,3.36
"10/03/2000",15.4,0.001,0,1.4
"10/04/2000",17.5,0.001,0,3.64
"10/05/2000",18.4,0.001,0,2.38
"10/06/2000",20.2,0.001,0,3.36
"10/07/2000",18.6,0.002,0,2.94
"10/08/2000",14.8,0.002,0.6,3.22
"10/09/2000",16,0.002,4.2,0.7
"10/10/2000",14.4,0.002,0.5,0.84
"10/11/2000",13.4,0.002,3.4,0.98
"10/12/2000",13.8,0.002,0,0.91
"10/13/2000",14.8,0.002,0,2.24
"10/14/2000",13.2,0.003,0,3.08
"10/15/2000",13.2,0.005,0,1.4
"10/16/2000",13.2,0.005,0,2.8
"10/17/2000",14.6,0.005,0,3.92
"10/18/2000",14.5,0.005,0,2.8
"10/19/2000",10.5,0.005,0,2.1
"10/20/2000",7.3,0.005,0,3.78
"10/21/2000",7.6,0.005,0,1.68
"10/22/2000",6.4,0.009,1.3,0.91
"10/23/2000",5.5,0.022,5.5,1.05
"10/24/2000",7.2,0.015,4.1,0.35
"10/25/2000",8.7,0.015,0,1.12
"10/26/2000",8.2,0.015,0,1.12
"10/27/2000",9.4,0.015,0,0.7
"10/28/2000",8,0.015,0,0.84
"10/29/2000",8,0.015,0.9,0.21
"10/30/2000",8.2,0.015,0,2.8
"10/31/2000",7.9,0.015,0,0.56
"11/01/2000",7.8,0.015,0,0.56
"11/02/2000",8,0.015,0,0.56
"11/03/2000",10.2,0.022,0,0.56
"11/04/2000",11.4,0.022,0,0.56
"11/05/2000",11.2,0.022,0,0.56
"11/06/2000",11.8,0.022,0,0.56
"11/07/2000",13.8,0.015,1.2,0.56
"11/08/2000",12.2,0.015,0,0.56
"11/09/2000",11.9,0.022,0,0.56
"11/10/2000",11.7,0.022,0,0.56
"11/11/2000",12.6,0.022,0,0.56
"11/12/2000",9.9,0.022,0,0.56
"11/13/2000",7,0.022,0,0.56
"11/14/2000",5.8,0.022,0,0.56
"11/15/2000",6.1,0.022,0,0.56
"11/16/2000",7.6,0.022,0,0.56
"11/17/2000",7,0.022,0,0.56
"11/18/2000",6.9,0.022,0,0.56
"11/19/2000",6.2,0.022,0,0.56
"11/20/2000",6.1,0.022,0,0.56
"11/21/2000",7.8,0.022,0,0.56
"11/22/2000",7.8,0.022,0,0.56
"11/23/2000",5.7,0.022,0,0.56
"11/24/2000",4.8,0.022,0,0.56
"11/25/2000",5.2,0.022,0,0.56
"11/26/2000",6.8,0.022,0,0.56
"11/27/2000",9.6,0.022,0,0.56
"11/28/2000",8.9,0.022,2.5,0.56
"11/29/2000",8.6,0.022,2.9,0.56
"11/30/2000",9.4,0.022,0.8,0.56
"12/01/2000",6.8,0.022,0,0.56
"12/02/2000",5.5,0.022,0,0.56
"12/03/2000",2,0.022,0,0.56
"12/04/2000",3.1,0.022,0,0.56
"12/05/2000",0.8,0.022,0,0.56
"12/06/2000",0.8,0.022,0,0.56
"12/07/2000",1.2,0.022,0,0.56
"12/08/2000",2,0.022,0,0.56
"12/09/2000",1.3,0.022,0,0.56
"12/10/2000",1.8,0.022,0,0.56
"12/11/2000",1.9,0.022,0,0.56
"12/12/2000",3.9,0.031,1.8,0.56
"12/13/2000",4.2,0.042,0.3,0.56
"12/14/2000",3.6,0.042,0,0.56
"12/15/2000",4,0.042,0,0.56
"12/16/2000",6,0.042,0,0.56
"12/17/2000",5.4,0.042,0.2,0.56
"12/18/2000",4.7,0.042,6.2,0.56
"12/19/2000",2.3,0.042,2.2,0.56
"12/20/2000",1.3,0.042,1.8,0.56
"12/21/2000",-0.6,0.042,0,0.56
"12/22/2000",-1.4,0.042,0,0.56
"12/23/2000",-2.6,0.042,0.8,0.56
"12/24/2000",-0.1,0.042,17.2,0.56
"12/25/2000",-4.7,0.042,0,0.56
"12/26/2000",-4,0.042,0,0.56
"12/27/2000",1.6,0.042,0,0.56
"12/28/2000",1.9,0.042,0,0.56
"12/29/2000",2.3,0.042,0,0.56
"12/30/2000",6.8,0.057,0,0.56
"12/31/2000",5.7,0.057,0.5,0.56
"01/01/2001",5,0.057,0,0.56
"01/02/2001",4.5,0.057,0,0.56
"01/03/2001",3.2,0.057,0,0.56
"01/04/2001",2.2,0.042,0,0.56
"01/05/2001",1.9,0.042,0,0.56
"01/06/2001",4,0.042,0,0.56
"01/07/2001",4.6,0.042,0,0.56
"01/08/2001",3.5,0.042,0,0.56
"01/09/2001",2.4,0.042,0,0.56
"01/10/2001",5.2,0.042,0,0.56
"01/11/2001",3.2,0.042,0,0.56
"01/12/2001",2.4,0.042,0,0.56
"1/13/2001",3.3,0.042,0,0.56
"1/14/2001",3.9,0.031,0,0.56
"1/15/2001",2.4,0.031,0.8,0.56
"1/16/2001",3.4,0.031,0,0.56
"1/17/2001",2.9,0.031,0,0.56
"1/18/2001",2.2,0.031,0,0.56
"1/19/2001",3,0.031,0,0.56
"1/20/2001",1.6,0.031,0,0.56
"1/21/2001",0.7,0.031,5.4,0.56
"1/22/2001",1.7,0.031,0,0.56
"1/23/2001",-0.4,0.031,0,0.56
"1/24/2001",0.7,0.031,0,0.56
"1/25/2001",-0.4,0.031,0,0.56
"1/26/2001",-1.4,0.031,0,0.56
"1/27/2001",-1,0.031,0,0.56
"1/28/2001",6.3,0.031,0,0.56
"1/29/2001",6.3,0.031,0.6,0.56
"1/30/2001",8.4,0.031,0,0.56
"1/31/2001",8.1,0.031,0,0.56
"02/01/2001",5.1,0.031,0,0.56
"02/02/2001",5.5,0.031,1,0.56
"02/03/2001",4.2,0.031,3,0.56
"02/04/2001",1.4,0.031,6,0.56
"02/05/2001",1.3,0.031,0,0.56
"02/06/2001",3.8,0.031,0,0.56
"02/07/2001",3.7,0.031,0,0.56
"02/08/2001",3.8,0.031,0.2,0.56
"02/09/2001",4,0.031,0,0.56
"02/10/2001",5.8,0.031,0,0.56
"02/11/2001",7.1,0.031,0,0.56
"02/12/2001",8,0.031,0,0.56
"2/13/2001",8.4,0.031,0,0.56
"2/14/2001",4.7,0.031,0.2,0.56
"2/15/2001",2.2,0.031,0,0.56
"2/16/2001",1.8,0.031,0,0.56
"2/17/2001",2.9,0.031,0,0.56
"2/18/2001",3.4,0.031,0,0.56
"2/19/2001",0.8,0.022,0,0.56
"2/20/2001",-2.9,0.022,0.7,0.56
"2/21/2001",-1.9,0.022,0,0.56
"2/22/2001",-0.7,0.022,0,0.56
"2/23/2001",-0.3,0.031,3.6,0.56
"2/24/2001",4.8,0.031,20,0.56
"2/25/2001",10,0.031,0,0.56
"2/26/2001",10,0.031,0,0.56
"2/27/2001",8.4,0.031,0,0.56
"2/28/2001",9.5,0.042,8.3,0.56
"03/01/2001",12,0.042,1.9,0.56
"03/02/2001",6,0.042,4,0.56
"03/03/2001",9,0.042,0.7,0.56
"03/04/2001",11.3,0.031,0,0.56
"03/05/2001",11.8,0.031,0,0.56
"03/06/2001",11.7,0.031,0,0.56
"03/07/2001",8.4,0.042,0,0.56
"03/08/2001",5.2,0.057,8.6,0.56
"03/09/2001",6.6,0.042,0,0.56
"03/10/2001",8.6,0.042,0,0.56
"03/11/2001",12,0.031,0,0.56
"03/12/2001",13,0.031,0,0.56
"3/13/2001",11.8,0.031,0,0.56
"3/14/2001",12.1,0.031,0,0.56
"3/15/2001",7.9,0.042,1.2,0.56
"3/16/2001",7.9,0.031,0.7,0.56
"3/17/2001",11,0.031,0,0.56
"3/18/2001",14.2,0.022,0,0.56
"3/19/2001",13.5,0.022,0,0.56
"3/20/2001",17.4,0.022,0,0.56
"3/21/2001",12.4,0.022,0,0.56
"3/22/2001",14.2,0.015,0,0.56
"3/23/2001",7.4,0.031,8.6,0.56
"3/24/2001",9,0.031,6.9,0.56
"3/25/2001",13.1,0.031,0,0.56
"3/26/2001",18.1,0.031,0,0.56
"3/27/2001",18.5,0.031,0,0.56
"3/28/2001",15,0.031,0,0.56
"3/29/2001",11.3,0.031,0.2,0.56
"3/30/2001",13,0.031,0,0.56
"3/31/2001",12.4,0.031,0,0.56
"04/01/2001",16.7,0.031,0.2,2.38
"04/02/2001",10.8,0.022,0,3.08
"04/03/2001",9.9,0.022,0.2,2.38
"04/04/2001",9.4,0.022,0.3,5.11
"04/05/2001",9.1,0.022,0.6,1.89
"04/06/2001",10.4,0.022,0,1.68
"04/07/2001",10.2,0.015,0,2.24
"04/08/2001",12.9,0.009,0.3,2.38
"04/09/2001",15,0.015,0,2.8
"04/10/2001",10.6,0.015,0,3.08
"04/11/2001",9.1,0.015,2,1.12
"04/12/2001",10.9,0.009,0,2.8
"4/13/2001",15.3,0.015,0,1.4
"4/14/2001",9.9,0.015,0,3.08
"4/15/2001",11.6,0.015,6,2.52
"4/16/2001",9.2,0.015,0.7,0.91
"4/17/2001",12.2,0.015,2.6,0.7
"4/18/2001",11.5,0.022,1.5,3.29
"4/19/2001",11.5,0.022,10.1,0.7
"4/20/2001",14.6,0.015,0,2.8
"4/21/2001",17.4,0.015,0,2.03
"4/22/2001",14.4,0.015,0.2,2.8
"4/23/2001",9.2,0.015,1.4,1.4
"4/24/2001",10.6,0.015,1.2,1.96
"4/25/2001",12.3,0.015,0,1.33
"4/26/2001",12.5,0.015,0,2.8
"4/27/2001",14.8,0.015,0,2.38
"4/28/2001",16.8,0.015,0,6.16
"4/29/2001",18.8,0.009,0,2.66
"4/30/2001",20.5,0.009,0,5.46
"05/01/2001",15.3,0.009,0,5.74
"05/02/2001",12.6,0.009,0,8.4
"05/03/2001",9.6,0.015,0.7,2.87
"05/04/2001",12.8,0.022,7.6,0.7
"05/05/2001",15.2,0.015,0.2,0.42
"05/06/2001",13.6,0.022,0,4.48
"05/07/2001",12.5,0.042,15.8,3.22
"05/08/2001",12.2,0.042,0.2,1.82
"05/09/2001",12.3,0.147,18.3,0.91
"05/10/2001",11.7,0.42,0.2,2.31
"05/11/2001",10.9,0.147,0,1.68
"05/12/2001",12,0.147,16.2,1.26
"5/13/2001",10.8,0.237,21.2,0.84
"5/14/2001",8.7,0.348,18.3,1.61
"5/15/2001",11.2,0.192,0,1.12
"5/16/2001",12.9,0.129,0,1.54
"5/17/2001",15.3,0.093,0,2.8
"5/18/2001",17.4,0.057,0,2.8
"5/19/2001",19.3,0.042,0,4.76
"5/20/2001",16.3,0.031,0,4.2
"5/21/2001",15.6,0.022,0,2.38
"5/22/2001",20.4,0.022,0,5.04
"5/23/2001",18.4,0.015,0,4.48
"5/24/2001",15.6,0.015,0.1,5.74
"5/25/2001",18.1,0.015,0,4.9
"5/26/2001",19.5,0.015,0,4.97
"5/27/2001",18.4,0.009,0.8,2.1
"5/28/2001",17.5,0.009,2.9,2.59
"5/29/2001",16.8,0.009,0,2.94
"5/30/2001",18,0.009,0,5.6
"5/31/2001",19.4,0.005,7.5,2.45
"06/01/2001",22.3,0.005,0,4.62
"06/02/2001",22.2,0.005,0,4.48
"06/03/2001",21.3,0.005,0,5.04
"06/04/2001",25,0.005,0,4.69
"06/05/2001",15.3,0.003,0,5.46
"06/06/2001",12.3,0.003,0,5.6
"06/07/2001",17,0.003,0,3.78
"06/08/2001",18.6,0.005,0,3.36
"06/09/2001",19.6,0.003,0,4.55
"06/10/2001",21.5,0.002,0,5.04
"06/11/2001",24.4,0.003,0,5.25
"06/12/2001",26.5,0.003,0,5.04
"6/13/2001",26.6,0.003,0,5.95
"6/14/2001",27.2,0.003,0,6.16
"6/15/2001",24.8,0.003,0,6.86
"6/16/2001",17.9,0.002,0,5.6
"6/17/2001",17.8,0.003,0,5.04
"6/18/2001",22,0.003,0,3.71
"6/19/2001",25.5,0.002,0,4.2
